Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
3420,25,3344,275,5536,670
5898,29,12538,1956,795,151
4896,30,521,65,4360,469
4009,27,5305,737,1038,166
1286,46,1382,129,2177,310
5095,25,8950,1205,1342,220
1938,23,629,83,5333,790
4106,28,4365,611,518,107
1038,32,383,45,5468,992
4165,23,3183,382,4776,739
1601,36,3921,613,6148,954
5511,23,455,66,4357,737
3619,32,4921,661,339,40
3338,28,4314,710,8955,1744
2305,35,5210,1040,7440,1579
4157,26,5885,705,523,73
2254,21,3332,430,3408,508
1599,34,1442,178,8768,1060
740,28,4039,590,619,156
6038,24,812,75,4111,506
2916,22,4271,522,8951,1615
1756,28,5201,636,1110,294
5816,21,4747,539,500,89
3929,38,584,85,13960,2126
2999,20,7132,967,832,147
3726,23,2008,243,2282,315
2205,41,1566,160,2278,264
4017,30,1856,222,2597,446
2755,30,3698,480,350,63
3222,27,482,63,3086,395
2144,32,908,195,16710,3677
2252,37,4299,530,3897,560
261,31,3025,558,6406,1198
3877,25,513,50,15493,1527
4206,29,3282,509,5023,850
1742,21,8514,1564,479,93
215,29,2034,191,5653,654
717,23,2258,395,349,60
1317,41,3005,377,4062,496
631,26,3157,483,2339,329
5379,26,7392,1728,369,62
3539,23,1654,241,5082,810
4876,30,566,68,13646,1604
1864,37,324,42,211,53
5815,28,9449,934,656,122
3158,44,4730,518,4519,605
5208,26,10967,1544,387,64
2976,23,7538,1110,415,71
3632,26,3593,392,4724,515
4167,28,3001,396,3115,541
1170,29,475,74,5435,973
5784,20,4448,982,7602,1437
4260,31,6120,1355,1320,254
5240,19,298,48,153,43
2913,41,402,42,5050,667
6136,36,8862,1797,1374,205
3840,31,4703,611,498,83
4230,27,8947,1295,2075,282
2760,26,399,45,9935,2242
3676,27,1645,264,2504,350
1604,25,6016,895,7405,1037
1862,24,7488,1409,456,66
3892,32,397,46,225,46
1382,27,2514,364,2306,338
1711,43,3973,524,4107,687
721,18,556,65,6161,698
3936,28,3481,368,4584,518
2907,32,3497,380,5814,859
3879,26,8255,1242,1224,173
1306,35,296,33,134,20
2803,30,9698,1754,753,155
984,27,4748,733,5543,975
1823,24,2037,197,2061,267
940,34,2811,344,3410,574
3019,26,459,57,3957,832
2890,35,4932,1007,3918,986
4254,31,475,91,252,51
1341,28,2808,455,3078,582
5088,30,508,64,11118,2038
2152,20,12985,1507,542,67
2204,25,2344,329,4940,870
430,30,2946,538,6914,1270
526,26,334,41,132,28
427,18,454,55,8354,2028
2087,32,4779,711,6688,847
933,20,3164,427,3526,401
4900,29,3190,423,7027,915
3144,29,3911,402,3409,366
5741,25,2847,406,286,59
2951,40,9004,1302,855,136
6052,26,279,28,138,40
3482,40,502,75,9381,2162
3007,27,4232,771,6270,1125
2100,29,3416,386,428,74
3856,35,747,104,9174,1443
5268,22,5130,718,459,68
3648,31,685,95,6623,1275
5930,26,2507,320,8733,1288
4863,37,5584,624,1141,140
5679,27,4166,517,5885,943
3461,25,2109,224,1747,126
4069,22,8054,1507,1527,269
2706,26,835,79,838,70
4951,31,2779,294,3940,475
1856,27,877,128,6955,1404
4851,21,594,63,7602,1540
2680,28,8573,2078,991,248
1776,22,405,39,7618,738
6085,10,292,9,279,37
3965,33,517,61,9947,1416
5899,20,5850,1303,499,102
3990,27,660,101,6634,676
5851,24,3589,642,5832,914
4019,23,1503,150,2005,277
5169,33,1496,227,1478,215
2049,23,2420,312,1868,295
4068,36,585,65,7574,1134
4188,28,8126,1198,762,128
2225,40,446,51,11449,2368
4268,24,5348,631,1441,201
1087,35,3306,397,4737,822
4137,24,471,57,1370,237
1190,29,358,46,2583,459
2995,32,4144,720,10167,2063
2856,38,690,106,4460,908
3038,27,6403,1443,11300,2245
1312,41,13097,2854,3081,754
913,38,325,38,207,39
3075,25,3314,365,4016,640
2143,41,2228,231,3863,427
4102,25,6401,665,635,105
2421,34,10446,1640,465,77
2818,29,5637,811,559,99
691,33,4535,724,423,96
1632,21,597,56,11037,1009
897,34,15624,2535,814,127
3045,30,5890,743,8387,1120
1250,33,524,58,8476,1494
3569,28,654,73,12514,1583
1680,32,717,106,7754,1747
3299,26,8255,1272,479,93
2265,22,8026,2160,1152,245
2019,26,3716,782,4819,868
1888,25,14629,3161,1063,246
917,35,5940,875,560,90
2810,33,3890,533,320,61
162,29,4261,657,6809,860
1714,30,1049,132,9986,1623
3931,26,2458,258,2580,290
1109,44,1177,129,6547,895
3479,30,1491,229,9670,1224
1307,24,4190,433,3531,543
3814,30,7541,998,526,88
1191,27,1546,285,2657,554
1299,40,2490,508,3705,768
209,28,557,84,11919,2654
1876,24,502,59,8252,791
614,32,2816,320,329,57
1623,30,7901,1554,644,125
2994,19,542,87,9542,1296
1786,26,11757,2161,664,162
905,31,4711,738,5449,843
3330,31,5657,607,5436,937
3315,20,4767,557,11035,2384
1060,32,2095,307,361,51
21,19,14762,1594,653,79
3908,36,6867,839,7426,1053
2534,33,345,42,6263,1067
1682,27,450,56,4700,731
585,31,3634,518,502,76
5076,19,5270,665,577,85
2153,25,359,50,276,58
2458,27,7513,1354,973,167
1003,36,5497,1133,15256,2315
1688,34,3769,470,9206,1188
987,39,4135,580,4611,590
105,35,2429,399,337,59
5188,24,375,41,173,41
3995,21,504,46,5919,571
4166,31,918,206,7199,1877
1581,27,2073,401,2632,493
4227,34,845,87,3992,487
1678,35,6285,687,762,120
1377,26,1860,151,247,60
742,36,2180,231,3476,306
6021,32,337,33,139,25
4965,26,616,96,14842,2690
3510,29,2460,321,4430,646
1088,24,2351,383,280,42
6130,28,425,33,10532,1331
4251,37,805,86,895,146
5853,32,861,122,2248,379
3375,31,1061,138,11794,1655
3878,14,521,80,6950,1157
2155,27,2413,411,4793,728
4211,28,676,84,8480,1486
2868,38,4581,1123,5658,1390
4116,23,1243,96,6172,685
2708,29,7873,1501,573,112
2308,32,2496,306,3604,439
731,25,346,33,3379,422
3718,31,7077,1024,796,118
2797,30,3540,496,2812,657
2185,33,2617,319,2081,291
2322,26,3762,493,4784,495
103,35,4709,677,835,165
1543,28,2945,395,7497,1079
754,29,4707,682,5346,800
3881,24,494,54,6024,632
1340,22,13604,2332,649,143
2352,26,13217,3240,967,249
312,32,496,51,5981,863
2259,34,771,103,15599,3026
331,36,7615,650,540,101
83,29,1171,165,3153,533
3725,30,5629,479,7886,806
2291,26,2420,392,3847,654
2901,40,527,96,5350,849
885,23,7051,1020,826,131
5061,25,421,53,8029,1174
2390,27,636,75,6357,706
4262,26,586,70,9590,1622
1105,30,12227,1990,880,111
2450,27,674,69,10718,1347
752,32,2699,390,3111,369
2347,26,917,94,5255,564
657,25,999,102,7559,1008
2298,28,386,43,3239,408
296,29,427,45,2119,292
96,22,421,53,186,30
67,31,3671,527,324,85
62,19,2935,247,4479,346
247,25,2251,203,6888,899
5943,23,671,92,16183,3340
4881,27,2333,360,362,78
4225,26,429,54,6585,987
1759,29,2644,222,3463,352
4144,23,579,55,7696,955
1692,19,287,31,152,38
1775,39,3643,765,6712,1645
895,29,8376,1141,874,175
5551,17,2631,331,5027,557
3349,35,382,48,233,43
4189,26,458,49,7935,983
1559,32,8112,1114,1393,347
2,32,280,28,324,79
3435,12,1781,175,6814,697
5275,23,1433,171,4229,437
4297,27,9105,2318,1084,248
4224,41,529,65,8697,2113
1596,30,6513,1222,633,102
2658,33,813,111,6611,1223
5044,22,587,86,11923,1885
1241,32,3292,380,294,43
992,25,7366,1029,1588,365
3077,26,2531,416,3596,538
1961,30,2136,336,439,74
3996,36,3566,622,4714,745
2383,31,8161,1070,1203,203
1145,32,750,116,5650,961
51,25,6676,1178,426,75
2415,21,698,65,6111,542
5131,35,2750,364,5393,667
6062,36,3737,471,5769,925
4908,25,5318,610,344,55
4969,33,557,78,9621,1924
1222,40,430,53,7788,1281
23,17,8233,1980,478,122
3938,30,6381,1300,5968,1211
36,24,371,37,6977,1541
4029,22,2875,468,7788,1208
4997,26,4520,502,597,78
1267,26,8178,737,647,101
4234,18,4395,634,4749,795
2619,30,4321,679,4915,993
5735,31,4405,582,5745,829
5123,24,1977,154,2232,226
5790,26,625,70,14764,1788
3811,33,2100,230,897,115
6131,35,3406,596,4515,759
4065,30,2802,311,4467,552
3290,22,2622,215,7216,1048
2170,35,6601,1742,11115,2224
3901,24,2429,320,5124,827
3625,36,1491,236,13404,2019
1836,33,4663,600,4008,461
4082,26,5786,714,985,215
2707,28,10385,1559,901,129
2297,29,554,68,11246,1613
5285,24,3080,169,351,73
3517,25,6916,1212,383,68
2787,30,2254,386,2826,545
2930,37,2052,460,4229,1027
1235,27,652,147,233,66
2166,39,347,34,1673,259
119,36,3402,457,447,62
1270,37,426,52,1699,354
134,26,270,37,135,34
3429,28,3436,432,4226,466
2738,41,5396,828,388,66
3992,26,4752,563,349,47
2192,36,412,46,6765,893
3824,34,8084,1511,621,107
1950,30,706,100,9468,1073
2157,37,670,79,8048,986
936,26,1000,131,9822,1549
2398,23,436,52,5168,936
101,29,5790,811,451,112
1338,34,5742,1069,817,169
338,36,346,52,211,54
3926,26,715,70,584,94
1851,18,8496,1147,372,37
1285,39,8826,2047,1709,452
935,25,449,49,6617,696
1370,33,10147,2063,421,80
263,25,11490,4143,576,166
775,33,1898,202,3724,514
4119,28,470,56,7776,1914
1665,17,10065,1387,533,68
1871,37,1646,252,3371,594
69,22,1550,193,3234,545
4002,32,415,43,13025,1734
1942,27,3231,449,5052,800
3448,28,505,76,12398,1759
1954,31,6010,1497,4654,1258
2816,26,1391,228,189,37
2986,34,7484,1108,379,66
1931,18,4457,455,5852,890
122,35,2405,264,3660,607
1608,33,2662,307,459,85
1000,29,6323,983,6030,868
674,32,4837,947,4660,877
1700,34,485,59,11499,1993
976,33,12315,2334,429,87
2361,28,466,81,8032,1528
969,32,4177,524,1015,126
182,28,7862,1161,479,78
692,26,4357,515,466,113
3347,35,3856,555,5965,931
1953,20,2956,423,6354,574
2316,19,15534,3762,745,152
1009,23,3843,511,454,108
3941,25,867,87,14934,1975
1209,32,430,64,5330,1131
3501,27,3803,397,5414,663
1550,23,6135,1176,10900,1863
1331,37,763,114,11353,1842
743,26,2145,144,2704,319
2883,38,693,67,3467,455
822,30,9622,1683,629,107
4204,26,2958,348,4926,566
1171,27,1421,179,1353,201
4235,31,7006,1152,779,154
2320,30,5215,777,6451,1051
3693,36,368,50,12835,2792
2137,29,5023,685,6981,1074
2059,24,4342,571,6444,1102
619,23,587,96,6887,1692
1462,20,5750,708,8837,989
140,25,494,61,10019,1188
2795,36,532,72,12499,2527
127,31,471,97,265,100
273,41,438,51,181,31
240,24,639,62,16672,2934
2057,37,944,108,1837,282
952,34,4200,542,1018,139
2723,30,6207,1653,8402,2134
1001,29,1792,291,2832,514
1020,34,575,80,12228,1874
700,31,468,56,4919,682
501,32,5813,1407,15098,2491
1987,20,11438,2041,761,158
398,20,3993,464,6963,938
1951,32,1624,241,1510,253
278,20,10642,1050,136,23
671,22,1747,229,3770,704
881,36,422,57,4498,647
3126,43,2573,458,2503,454
270,26,1064,106,9767,1535
5626,29,9056,1206,1284,104
2926,34,4157,614,532,121
3066,26,4945,486,360,71
2190,38,3597,607,4713,980
3057,32,727,99,13737,2399
1768,21,823,113,10980,1149
2584,21,608,88,5592,1028
6082,24,469,43,3863,333
3294,27,4317,504,4990,550
4993,30,1656,199,6599,902
2024,30,13350,1741,1630,263
5625,26,1713,171,5636,665
5055,21,550,44,6224,742
5829,22,11276,2044,896,127
3975,34,8040,1675,811,203
4977,17,4635,584,5137,838
1992,23,312,40,207,59
4125,18,9255,2632,831,161
2729,28,3691,402,4488,611
3670,25,2758,427,5196,825
1730,29,323,34,2393,262
2898,31,629,85,15061,2811
951,29,7506,1419,9192,1783
3125,27,8931,1514,1048,146
2630,28,4850,719,390,85
3690,32,288,39,202,59
2789,33,742,110,10161,1953
1761,30,2803,470,9629,1105
979,48,5519,912,542,101
1151,29,588,64,3219,484
601,35,4458,814,5725,954
5602,22,5739,881,5103,663
3160,25,466,59,11636,2349
4094,21,396,43,9678,1905
2440,28,3315,441,6262,781
5768,36,493,65,11171,1903
3914,22,7486,1181,529,86
5342,35,667,75,5501,746
4278,32,3131,335,4421,671
4136,25,2636,446,3865,620
2195,27,428,51,6382,952
3484,43,547,71,9694,1531
5148,32,4715,397,700,112
3366,21,745,86,6718,1174
5733,27,486,58,14716,2234
4012,36,468,58,5578,659
6125,15,2320,144,4859,476
3828,25,450,68,8820,1344
4086,41,460,61,7207,953
2311,22,410,58,4401,424
3910,40,6486,1115,325,71
1895,24,2062,321,4480,754
4232,29,2490,327,4568,597
2853,27,952,141,4002,737
4061,35,477,71,9081,2038
2808,21,602,63,9448,1943
1078,44,992,144,11343,2011
3942,32,530,60,7611,934
2732,29,298,30,230,42
4303,16,6441,852,422,63
2404,23,2561,261,918,117
2035,23,2759,378,10288,1241
971,30,1663,165,1978,242
2296,25,10604,1930,10967,1938
110,31,326,35,869,113
3736,45,2464,312,3866,671
2698,28,596,76,6641,728
4209,37,613,84,11535,1906
3042,22,432,40,10332,767
1265,35,2345,394,2858,513
2117,23,2191,299,1830,268
682,25,8224,1136,648,138
2208,28,4380,409,339,68
887,29,419,46,7581,1740
1838,35,2275,280,272,50
2050,37,5518,802,462,85
111,21,416,55,2558,441
5965,46,8437,1261,1237,212
3136,28,3694,472,4750,720
4074,19,376,49,2760,559
1565,34,514,72,11131,1594
5176,25,473,50,5444,970
3497,31,2248,476,3573,775
5934,36,582,86,8749,1105
5057,29,2806,430,11856,1364
3284,30,625,92,9858,1621
2180,18,1095,157,13342,1944
3802,35,10619,2656,9091,2476
2651,33,3899,589,7958,1204
6048,22,3593,361,4967,470
4919,28,596,53,5112,663
5911,20,5041,727,7370,1295
3561,27,3532,291,818,103
5997,23,691,55,290,67
5069,26,4191,541,401,78
3030,24,3493,548,2750,324
5037,26,6978,965,1023,173
1070,45,567,129,229,56
1588,34,6646,976,413,87
4295,28,371,45,6766,957
2222,17,2553,278,5873,864
42,35,6138,875,5889,882
4893,38,472,73,5895,1368
5345,28,3638,413,374,75
3056,28,434,50,6616,873
5516,25,10542,2632,1129,203
4256,26,3708,615,6004,1067
5350,30,2764,398,4225,488
1777,32,1500,182,3547,472
4183,33,871,124,2629,430
5056,28,664,88,6421,911
2862,34,1256,187,10512,1455
4826,22,3507,508,4697,907
1650,20,1831,185,6844,874
4265,30,9232,1162,429,70
1248,25,6535,664,1893,262
5839,29,503,57,7146,836
2968,33,787,67,11003,1638
2358,28,3151,320,6391,840
3085,37,880,114,937,136
2281,27,491,54,14024,2143
1375,27,454,51,7543,993
269,30,4913,924,670,123
3470,24,517,68,6789,1097
2257,26,584,86,12494,2695
4285,33,7363,932,760,103
2008,22,8513,1441,2097,277
1772,25,5762,619,1114,193
747,34,561,60,8858,1468
1789,21,7899,1124,412,61
186,31,10750,2113,729,121
453,31,2827,324,444,76
3087,29,3078,311,291,57
1746,34,1045,124,5851,765
4902,36,10023,2840,830,187
2321,25,1479,177,1435,177
3777,32,2013,234,4730,730
2829,33,3883,392,4198,513
1868,23,528,54,10549,1131
75,33,2017,294,357,69
1255,20,5427,442,656,88
205,33,1909,446,10016,1673
2329,33,3935,486,10382,1746
480,28,3647,425,490,59
3262,25,3049,441,8479,1178
1873,24,563,78,3395,502
4944,25,365,38,1803,345
1097,27,12838,4050,751,212
3790,29,5951,735,659,136
2794,33,3067,427,3200,483
5058,27,636,48,10009,1013
2048,34,4340,521,6652,936
2160,31,6453,902,736,138
929,26,8329,661,475,65
2247,33,399,50,1495,250
696,30,735,133,5845,1114
2820,29,13393,2456,5213,690
581,37,1752,218,413,90
1044,25,589,77,11504,2076
1071,34,3913,518,6116,954
3493,31,9467,2080,915,230
300,30,6004,800,7518,1040
3980,26,3317,559,8375,1237
1908,27,3700,416,4500,735
1718,34,2422,322,5636,803
2980,36,382,62,439,138
2749,29,1194,228,181,43
758,37,5800,785,625,100
172,27,1780,310,222,45
4305,20,1610,158,4280,494
1337,17,4169,503,6783,812
2173,19,950,154,5793,1006
1037,33,416,58,13773,2953
4302,21,301,35,157,39
1765,30,410,56,179,44
4857,36,5766,802,412,77
1882,33,479,66,6049,812
1343,34,9752,1807,11557,2403
1006,32,5001,877,2353,453
2861,28,2393,241,260,59
901,30,8623,1625,656,124
2184,26,5943,605,3798,355
1032,32,1794,201,3495,431
745,27,1100,155,1777,326
2360,29,2122,219,4568,351
780,30,2026,243,3525,411
587,20,7873,1034,512,111
889,41,415,48,7449,1169
991,22,705,68,2526,396
1229,31,620,83,11960,2342
5118,24,3145,386,462,77
2312,27,3223,375,4735,556
791,32,1906,329,5762,959
4087,22,2427,394,1977,364
2165,22,3926,566,2437,447
1562,21,372,37,1738,225
1099,33,755,93,11610,1947
943,33,494,60,11432,2198
2318,31,2821,399,5648,928
629,30,6250,965,638,89
3841,33,587,70,8484,1421
4928,32,2842,473,1834,315
1110,33,4527,595,4955,719
3870,26,800,90,15557,1733
2799,25,1700,167,2571,248
3011,21,2351,410,4565,810
1998,26,2078,277,3445,566
185,25,1042,135,237,73
2021,27,960,123,6820,938
839,33,682,102,3810,532
2831,23,2744,309,452,108
113,22,2824,319,5531,654
1741,32,472,70,10819,1768
442,36,16113,2432,1736,298
975,35,288,29,169,34
2375,26,13526,1599,682,106
950,25,3679,383,249,56
1634,31,9558,1502,533,106
3640,31,502,56,4629,695
237,26,1243,214,2704,695
759,34,479,80,4341,822
1262,32,8901,2434,362,67
3481,27,370,41,3631,436
1055,26,864,108,8578,1381
341,23,620,83,9264,1392
1142,22,7042,1222,366,64
210,28,906,139,14170,3460
840,28,3228,459,4053,632
2095,31,430,31,2946,409
630,34,760,93,7061,875
3608,30,3258,340,2738,368
1360,29,444,58,7117,1449
1587,41,4634,817,5158,1051
213,40,1789,244,4393,546
3695,32,2023,211,3151,494
3043,30,9658,1922,900,185
1716,27,326,45,183,46
1269,30,396,49,7644,970
208,26,2053,279,7159,933
1887,24,5872,1127,4364,742
844,29,495,67,8439,1771
2988,29,350,24,2484,337
2198,28,588,56,6292,687
2342,25,5823,771,689,98
3453,35,857,120,9388,1168
1339,28,1750,146,2574,290
2863,30,1187,163,14655,3036
559,26,5946,921,5898,719
2832,29,352,45,309,66
949,29,1538,180,2416,409
1237,26,4460,1048,5273,1318
206,16,2969,396,6261,1187
4954,30,8296,1089,1127,224
2721,38,6596,1022,578,102
5022,24,1242,143,10246,1123
2459,22,393,38,6363,867
4271,23,5654,759,8393,1325
2833,31,2236,274,5347,736
4178,25,400,42,2404,360
2882,30,6965,1043,591,94
1439,48,2120,361,1976,360
2715,28,605,67,7875,788
912,25,436,60,247,56
1949,20,7225,925,513,79
648,36,7592,1812,379,83
1124,37,1001,129,10899,1630
234,34,2588,372,10819,1873
2054,39,3013,423,4509,746
920,35,5580,963,5281,998
2910,36,595,76,9420,1360
623,26,435,53,4560,772
962,36,662,71,9012,973
1780,27,486,59,3768,539
433,32,4250,936,314,56
1493,25,10698,2680,980,231
859,24,3130,506,392,61
590,29,325,46,158,37
63,40,378,51,6792,1663
2027,32,547,57,3918,456
220,17,5937,669,602,98
2091,30,4466,774,8466,1792
5719,27,791,112,9500,1023
1985,31,4333,725,6453,1158
121,27,442,55,6085,1005
961,27,2609,409,291,56
781,30,2136,301,1479,192
2249,32,1999,281,3897,537
329,33,7523,947,622,100
2017,37,2081,172,16530,1694
124,30,3018,347,7997,1109
171,28,3034,417,6641,717
2029,21,4291,393,5267,493
807,36,2766,370,3215,532
1030,25,696,61,6837,1000
958,27,13587,2246,2925,404
605,36,485,61,5974,857
61,26,3883,465,5185,786
800,47,558,119,7570,1353
3804,23,5406,557,484,65
3864,29,398,56,251,50
4098,23,7825,1337,615,92
